nome,nome,votos
CIRO BATELLI CARVALHO,CIRO BATELLI CARVALHO,1007
MICHELE APARECIDA CAMARGO DO NASCIMENTO,MICHELE APARECIDA CAMARGO DO NASCIMENTO,511
JOSE WELLINGTON DA COSTA SILVA,JOSE WELLINGTON DA COSTA SILVA,448
PAULO CESAR NEME,PAULO CESAR NEME,10178
VIVIAN SILVA FONTES,VIVIAN SILVA FONTES,266
GILBERTO NASCIMENTO SILVA,GILBERTO NASCIMENTO SILVA,120044
ADAUTO APARECIDO SCARDOELLI,ADAUTO APARECIDO SCARDOELLI,62606
ADRIANO DIOGO,ADRIANO DIOGO,54903
ALEXANDRO DE ARAUJO,ALEXANDRO DE ARAUJO,10548
ALEXANDRE EVARISTO CUNHA,ALEXANDRE EVARISTO CUNHA,34768
AMELIA NAOMI OMURA,AMELIA NAOMI OMURA,77830
ANA LUCIA LIPPAUS PERUGINI,ANA LUCIA LIPPAUS PERUGINI,121680
ANDRES NAVARRO SANCHEZ,ANDRES NAVARRO SANCHEZ,169833
ARLINDO CHIGNALIA JUNIOR,ARLINDO CHIGNALIA JUNIOR,135772
CAIO JULIO CESAR DEZORZI,CAIO JULIO CESAR DEZORZI,3281
CANDIDO ELPIDIO DE SOUZA VACCAREZZA,CANDIDO ELPIDIO DE SOUZA VACCAREZZA,50535
CARLOS ALBERTO REZENDE LOPES,CARLOS ALBERTO REZENDE LOPES,5507
CARLOS ALBERTO ROLIM ZARATTINI,CARLOS ALBERTO ROLIM ZARATTINI,138285
CASSIA MURER MONTAGNER,CASSIA MURER MONTAGNER,1505
CELI REGINA DA CRUZ,CELI REGINA DA CRUZ,6224
CELSO DA COSTA TORRES,CELSO DA COSTA TORRES,753
DENISE FORCHETTI TIGRE CAETANO,DENISE FORCHETTI TIGRE CAETANO,6015
DEVANIR RIBEIRO,DEVANIR RIBEIRO,60807
EDSON DA PAZ,EDSON DA PAZ,2331
ELIZABETH DUTRA GONZAGA DA SILVA,ELIZABETH DUTRA GONZAGA DA SILVA,2267
FERNANDA GONSALO CASARINI,FERNANDA GONSALO CASARINI,611
FLAUDIO AZEVEDO LIMAS,FLAUDIO AZEVEDO LIMAS,61346
FRANCISCO DAS CHAGAS FRANCILINO,FRANCISCO DAS CHAGAS FRANCILINO,58786
GERALDO ALVES DIONISIO,GERALDO ALVES DIONISIO,355
GERSON HENRIQUE SARTORI,GERSON HENRIQUE SARTORI,44163
HAMILTON PEREIRA,HAMILTON PEREIRA,77325
HELCIO ANTONIO DA SILVA,HELCIO ANTONIO DA SILVA,43871
JANETE ROCHA PIETA,JANETE ROCHA PIETA,77594
JOSE ANTONIO DO CARMO CRUZ,JOSE ANTONIO DO CARMO CRUZ,1706
JOSE MACARIO DOS SANTOS FILHO,JOSE MACARIO DOS SANTOS FILHO,5491
JOSE MENTOR GUILHERME DE MELLO NETTO,JOSE MENTOR GUILHERME DE MELLO NETTO,82368
JOSÉ ANTONIO FERNANDES PAIVA,JOSÉ ANTONIO FERNANDES PAIVA,9846
JOÃO BATISTA DE SOUZA LIMA,JOÃO BATISTA DE SOUZA LIMA,2351
JULIANO ARAUJO SERRANO,JULIANO ARAUJO SERRANO,1734
LUIZ CLAUDIO MARCOLINO,LUIZ CLAUDIO MARCOLINO,78626
LUIZ PAULO TEIXEIRA FERREIRA,LUIZ PAULO TEIXEIRA FERREIRA,111300
MARCIA MARINHO DA SILVA,MARCIA MARINHO DA SILVA,997
MARCO ANTONIO PINTO SOARES JUNIOR,MARCO ANTONIO PINTO SOARES JUNIOR,8006
MARCOS VINHA,MARCOS VINHA,17008
MARIA DE LOURDES RAFAEL,MARIA DE LOURDES RAFAEL,1351
MARIA LUCIA PRANDI GOMES,MARIA LUCIA PRANDI GOMES,26362
MARIA MODESTINO ALVES,MARIA MODESTINO ALVES,4819
MAURICIO DA SILVA DE MORAES JUNIOR,MAURICIO DA SILVA DE MORAES JUNIOR,5994
MÁRIO WILSON PEDREIRA REALI,MÁRIO WILSON PEDREIRA REALI,52112
NEWTON LIMA NETO,NEWTON LIMA NETO,74597
NILTO IGNÁCIO TATTO,NILTO IGNÁCIO TATTO,101195
PEDRO JOSÉ DE OLIVEIRA,PEDRO JOSÉ DE OLIVEIRA,2083
ROGÉRIO RODRIGUES MATHIAS,ROGÉRIO RODRIGUES MATHIAS,16085
ROQUE JOSE FERREIRA,ROQUE JOSE FERREIRA,7087
ROSENIL BARROS ORFAO,ROSENIL BARROS ORFAO,2333
SENIVAL PEREIRA DE MOURA,SENIVAL PEREIRA DE MOURA,75728
SILVANA APARECIDA DA SILVA,SILVANA APARECIDA DA SILVA,6958
VANDERLEI SIRAQUE,VANDERLEI SIRAQUE,53285
VANDERLI FERREIRA DOURADO,VANDERLI FERREIRA DOURADO,5219
VICENTE CANDIDO DA SILVA,VICENTE CANDIDO DA SILVA,117651
VICENTE PAULO DA SILVA,VICENTE PAULO DA SILVA,89000
WAINES MOREIRA ALVES,WAINES MOREIRA ALVES,8190
SONIA CRISTINA GUIRADO CARDOSO,SONIA CRISTINA GUIRADO CARDOSO,1424
RACHEL MORENO,RACHEL MORENO,0
NEIDE APARECIDA TAMEIRÃO COSER,NEIDE APARECIDA TAMEIRÃO COSER,780
JOSIAS DOS REIS COELHO,JOSIAS DOS REIS COELHO,2609
VALMIR PRASCIDELLI,VALMIR PRASCIDELLI,84419
ORLANDO SILVA DE JESUS JUNIOR,ORLANDO SILVA DE JESUS JUNIOR,90640
JOSÉ DE PAULA NETO,JOSÉ DE PAULA NETO,82105
KELLY CRISTINA DA SILVA,KELLY CRISTINA DA SILVA,600
PROTÓGENES PINHEIRO DE QUEIROZ,PROTÓGENES PINHEIRO DE QUEIROZ,27977
LUIZA HELENA CORONA,LUIZA HELENA CORONA,911
ANDERSON NÓBREGA,ANDERSON NÓBREGA,11229
ANTONIA CHAGAS MORO,ANTONIA CHAGAS MORO,1121
AUDEIDE CARDOSO,AUDEIDE CARDOSO,212
AUGUSTO JOSE PORTELLA,AUGUSTO JOSE PORTELLA,1496
CELMA LOPES DA SILVA,CELMA LOPES DA SILVA,908
DINIZ LOPES DOS SANTOS,DINIZ LOPES DOS SANTOS,13716
DUCIMAR DE JESUS CARDOSO,DUCIMAR DE JESUS CARDOSO,11723
FRANCISCO EDUARDO ANICETO ROSSI,FRANCISCO EDUARDO ANICETO ROSSI,10343
GILMARA DOMINGOS DOS SANTOS,GILMARA DOMINGOS DOS SANTOS,201
IZILDA FÁTIMA DONIZETI RIBEIRO ARAUJO,IZILDA FÁTIMA DONIZETI RIBEIRO ARAUJO,244
JOSE AUGUSTO ROSA,JOSE AUGUSTO ROSA,46905
JOSUÉ SILVEIRA RAMOS,JOSUÉ SILVEIRA RAMOS,8539
LINO BISPO ROCHA,LINO BISPO ROCHA,19467
LUCIANA DE ALMEIDA COSTA,LUCIANA DE ALMEIDA COSTA,25962
MAURO BERNARDO PERFETTO,MAURO BERNARDO PERFETTO,460
MIGUEL LOMBARDI,MIGUEL LOMBARDI,32079
MARCIO LUIZ ALVINO DE SOUZA,MARCIO LUIZ ALVINO DE SOUZA,179950
MILTON ANTONIO CASQUEL MONTI,MILTON ANTONIO CASQUEL MONTI,115942
NELSON GONÇALVES PINTO,NELSON GONÇALVES PINTO,5488
ODAIR RODRIGUES FERNANDES,ODAIR RODRIGUES FERNANDES,9214
OSMAR DE AZEVEDO,OSMAR DE AZEVEDO,1856
PAULO ROBERTO FREIRE DA COSTA,PAULO ROBERTO FREIRE DA COSTA,111300
RAUL GIL JUNIOR,RAUL GIL JUNIOR,5305
VERA LUCIA SANTOS DE FRANÇA,VERA LUCIA SANTOS DE FRANÇA,413
VINICIUS PETRONIO FERRAZ VIEIRA,VINICIUS PETRONIO FERRAZ VIEIRA,0
SILVANI DE PAULA LIMA,SILVANI DE PAULA LIMA,21220
JOSE ROBERTO MENDONÇA,JOSE ROBERTO MENDONÇA,11753
FRANCISCO EVERARDO OLIVEIRA SILVA,FRANCISCO EVERARDO OLIVEIRA SILVA,1016795
GESOFATO VERNIN,GESOFATO VERNIN,3333
LUCIO MARTINS DE FREITAS,LUCIO MARTINS DE FREITAS,16480
ALLINY FERNANDA ROGERIO,ALLINY FERNANDA ROGERIO,4637
ANTONIA DORANILDES ALMEIDA PEREIRA TANG,ANTONIA DORANILDES ALMEIDA PEREIRA TANG,1702
AILTON JOSÉ DE LIMA,AILTON JOSÉ DE LIMA,20639
RUBENS SHOZI NAKANO,RUBENS SHOZI NAKANO,6486
PAULO HUMBERTO LACERDA,PAULO HUMBERTO LACERDA,22338
EDINORÁ MARIA DO NASCIMENTO JESUS,EDINORÁ MARIA DO NASCIMENTO JESUS,1252
JOÃO EDUARDO DADO LEITE DE CARVALHO,JOÃO EDUARDO DADO LEITE DE CARVALHO,70369
JOÃO PEREIRA DOS SANTOS,JOÃO PEREIRA DOS SANTOS,1076
MARCIO BORGES DA SILVA,MARCIO BORGES DA SILVA,950
MARIA JOSÉ ALMEIDA DA SILVA,MARIA JOSÉ ALMEIDA DA SILVA,121
CÁSSIO VIEIRA PEREIRA DOS SANTOS,CÁSSIO VIEIRA PEREIRA DOS SANTOS,1682
HENRIQUE STEIN SCIASCIO,HENRIQUE STEIN SCIASCIO,23901
ANTÔNIO DA CUNHA LIMA,ANTÔNIO DA CUNHA LIMA,2938
NEURI LUCIA DA SILVA,NEURI LUCIA DA SILVA,403
CLÁUDIO ROGÉRIO DA SILVEIRA MODESTO,CLÁUDIO ROGÉRIO DA SILVEIRA MODESTO,1667
DÉBORA MARIA MARAGNI PEREIRA DE ABREU,DÉBORA MARIA MARAGNI PEREIRA DE ABREU,5369
JOSE LUIZ FRANCIA,JOSE LUIZ FRANCIA,610
JOSÉ LUIZ RIBEIRO,JOSÉ LUIZ RIBEIRO,38808
JOÃO JORGE FADEL FILHO,JOÃO JORGE FADEL FILHO,37548
ODETTE CARVALHO,ODETTE CARVALHO,58
PAULO PEREIRA DA SILVA,PAULO PEREIRA DA SILVA,227186
JOÃO BATISTA SILVA,JOÃO BATISTA SILVA,0
MARCILIO DUARTE LIMA,MARCILIO DUARTE LIMA,3907
ROBERTO OLIVEIRA CARDOZO,ROBERTO OLIVEIRA CARDOZO,749
RUBENS DE SOUZA FERNANDES,RUBENS DE SOUZA FERNANDES,607
ADELSON DE SOUZA PENHA,ADELSON DE SOUZA PENHA,0
ANDRE LUIZ CAGNI,ANDRE LUIZ CAGNI,6573
ANDRÉ ALBEJANTE MAZON,ANDRÉ ALBEJANTE MAZON,4530
ANDRÉ ELIAS RODINI LUIZ,ANDRÉ ELIAS RODINI LUIZ,4149
ANDRÉ LUIZ MIRAGAIA MENDES,ANDRÉ LUIZ MIRAGAIA MENDES,3234
ANGELO DOMINGOS NUCCI,ANGELO DOMINGOS NUCCI,14334
ANGELO MAXIMO XAVIER PINTO,ANGELO MAXIMO XAVIER PINTO,535
ANTONIO CARLOS ALVES DA SILVA,ANTONIO CARLOS ALVES DA SILVA,8619
ANTONIO CLAUDIO FELISBINO JUNIOR,ANTONIO CLAUDIO FELISBINO JUNIOR,5379
BAZELAU RAMOS,BAZELAU RAMOS,15549
CARLOS CÉSAR BERQUE,CARLOS CÉSAR BERQUE,6283
CARLOS MUNETACHI HAYASHIDA,CARLOS MUNETACHI HAYASHIDA,2500
CLODOALDO ARMANDO GAZZETTA,CLODOALDO ARMANDO GAZZETTA,48835
CONCEIÇÃO MICILLO,CONCEIÇÃO MICILLO,2618
DEBORA ELOISA JUSTINO ROCHA,DEBORA ELOISA JUSTINO ROCHA,4262
EDNA SANDRA MARTINS,EDNA SANDRA MARTINS,38378
EDSON TADEU MARIM,EDSON TADEU MARIM,3339
EDUARDO FRIZI NASCIMENTO,EDUARDO FRIZI NASCIMENTO,1799
EDUARDO SANASSAR FONSECA,EDUARDO SANASSAR FONSECA,1063
EVANDRO HERRERA BERTONE GUSSI,EVANDRO HERRERA BERTONE GUSSI,109591
FABIANO WASHINGTON RUIZ MARTINEZ,FABIANO WASHINGTON RUIZ MARTINEZ,25254
FABIO FERRARI PORCHAT DE ASSIS,FABIO FERRARI PORCHAT DE ASSIS,3312
GUSTAVO HENRIC COSTA,GUSTAVO HENRIC COSTA,46485
ISAEL DOMINGUES,ISAEL DOMINGUES,26323
JANDUI VALDEVINO DA SILVA,JANDUI VALDEVINO DA SILVA,229
JOAO BATISTA GOMES SOARES,JOAO BATISTA GOMES SOARES,453
JORGE KIOMASSA KINA,JORGE KIOMASSA KINA,3820
JOSE GERALDO DE CASTRO NETO,JOSE GERALDO DE CASTRO NETO,761
JOSÉ CORREA NEVES JUNIOR,JOSÉ CORREA NEVES JUNIOR,29088
JOSÉ LUIZ DE FRANÇA PENNA,JOSÉ LUIZ DE FRANÇA PENNA,52436
JOÃO AMAURICIO PAULI,JOÃO AMAURICIO PAULI,10252
JOÃO MARIO BARBOSA,JOÃO MARIO BARBOSA,538
LEANDRO PALMARINI,LEANDRO PALMARINI,17145
LENI SANTANA,LENI SANTANA,179
LUCIANA FLAVIA MAIA NUNES,LUCIANA FLAVIA MAIA NUNES,0
LUCIO DOS REIS SILVA,LUCIO DOS REIS SILVA,2424
MARCELO BATISTA,MARCELO BATISTA,258
MARCELO JOSÉ ORTEGA,MARCELO JOSÉ ORTEGA,13836
MARCELO ROCHA,MARCELO ROCHA,1515
MARCIO PASCHOAL GIUDICIO,MARCIO PASCHOAL GIUDICIO,40978
MARIA ALICE PELIÇARIO,MARIA ALICE PELIÇARIO,1307
MARINA PEREIRA DA CRUZ,MARINA PEREIRA DA CRUZ,94
MILTON SOARES MUCHIUTTE,MILTON SOARES MUCHIUTTE,3868
MIRANICE DOS SANTOS BARRETO,MIRANICE DOS SANTOS BARRETO,194
MÁRCIA APARECIDA ZUCCHI LIBANORE,MÁRCIA APARECIDA ZUCCHI LIBANORE,2276
NAILTON GOMES DA SILVA,NAILTON GOMES DA SILVA,2232
NARCIZO MINETTO JUNIOR,NARCIZO MINETTO JUNIOR,10642
NATHALIE POSSETTI SARPE,NATHALIE POSSETTI SARPE,2043
NELSON ROBERTO BUGALHO,NELSON ROBERTO BUGALHO,49910
OSVALDO FRANCESCHI JUNIOR,OSVALDO FRANCESCHI JUNIOR,8500
OSVALDO RIBEIRO FILHO,OSVALDO RIBEIRO FILHO,1329
PAULA BALLARDINI SOUZA CAMPOS,PAULA BALLARDINI SOUZA CAMPOS,5131
PAULO SERGIO OLIVEIRA,PAULO SERGIO OLIVEIRA,4901
ROBERTO ALVES DE LUCENA,ROBERTO ALVES DE LUCENA,67191
ROBERTO SHIZUO KUMASAKA,ROBERTO SHIZUO KUMASAKA,958
ROSALBA NERIS RODRIGUES,ROSALBA NERIS RODRIGUES,45
RUBENS EDUARDO DOCAMPO ANTONINI,RUBENS EDUARDO DOCAMPO ANTONINI,3699
SIDNEI ROBERTSON CAMPERO,SIDNEI ROBERTSON CAMPERO,1253
SILVIO FERNANDES LAPACHINSKE,SILVIO FERNANDES LAPACHINSKE,623
SINVAL MALHEIROS PINTO JUNIOR,SINVAL MALHEIROS PINTO JUNIOR,59362
TANIA LOPES SHIBATA,TANIA LOPES SHIBATA,1758
VANIA MARQUESINI,VANIA MARQUESINI,790
WAGNER OSWALDO NARDONI SELA,WAGNER OSWALDO NARDONI SELA,1063
WALTER FELIX,WALTER FELIX,798
WILLIAM BOSS WOO,WILLIAM BOSS WOO,54185
ADRIANA SIMÕES DE ARAUJO,ADRIANA SIMÕES DE ARAUJO,1616
ADRIANO VITAL DA SILVA,ADRIANO VITAL DA SILVA,1024
ANA MARIA DE OLIVEIRA,ANA MARIA DE OLIVEIRA,0
ANDRÉA MARCIA DA SILVA OLIVEIRA,ANDRÉA MARCIA DA SILVA OLIVEIRA,200
ANSELMO NEVES MAIA,ANSELMO NEVES MAIA,0
BENEDITO FERNANDES COSTA,BENEDITO FERNANDES COSTA,1242
CLEVERSON SPERBER,CLEVERSON SPERBER,9944
EDINALVA BARNABE ALVES DE AZEVEDO,EDINALVA BARNABE ALVES DE AZEVEDO,2171
LILIANE HELENA BARBOSA CHIARELLI,LILIANE HELENA BARBOSA CHIARELLI,606
LUIZ CARLOS DONEGA NETO,LUIZ CARLOS DONEGA NETO,8693
MARIA MARGARETE SANTANA DA SILVA,MARIA MARGARETE SANTANA DA SILVA,495
NADIA RUBIO BACCHI,NADIA RUBIO BACCHI,2275
SAMUEL FERREIRA DE ARAUJO,SAMUEL FERREIRA DE ARAUJO,522
SIMONE APARECIDA DOS SANTOS OLIVEIRA,SIMONE APARECIDA DOS SANTOS OLIVEIRA,2478
SIRLENE ROSA DA SILVA,SIRLENE ROSA DA SILVA,121
SUELY BRITO DE MIRANDA,SUELY BRITO DE MIRANDA,3794
VLAMIR BERNARDES DA SILVA,VLAMIR BERNARDES DA SILVA,2079
FAUSTO RUY PINATO,FAUSTO RUY PINATO,22097
THABADA KAORU YAMAUCHI,THABADA KAORU YAMAUCHI,5513
AMIRAH SABA,AMIRAH SABA,645
DALVA DE OLIVEIRA,DALVA DE OLIVEIRA,118
DELIO DE BARROS VELLOSO,DELIO DE BARROS VELLOSO,166
EURIPEDES LUIZ DE SOUSA,EURIPEDES LUIZ DE SOUSA,9035
JANAINA APARECIDA MARQUES DA SILVA,JANAINA APARECIDA MARQUES DA SILVA,252
JOAO SIQUEIRA DE FARIAS,JOAO SIQUEIRA DE FARIAS,18119
JOSE MARCIO DE CAMPOS,JOSE MARCIO DE CAMPOS,963
JOSE MÁRIO DA SILVA,JOSE MÁRIO DA SILVA,831
JOSIMAR PERES SALES,JOSIMAR PERES SALES,1235
LEONARDO PUJATTI,LEONARDO PUJATTI,191
MARCOS ROGÉRIO DE CAMPOS CAMARGO,MARCOS ROGÉRIO DE CAMPOS CAMARGO,11406
RONALDO VLADEMIR FERREIRA,RONALDO VLADEMIR FERREIRA,10076
ROSICLER RIBEIRO CAMARGO,ROSICLER RIBEIRO CAMARGO,1002
SAMIR HADDAD JUNIOR,SAMIR HADDAD JUNIOR,554
RICARDO ANTONIO BUAINAIN DIAS,RICARDO ANTONIO BUAINAIN DIAS,21204
DIANA PAULA ANDRADE JULIÃO,DIANA PAULA ANDRADE JULIÃO,89
ERMY ANDRADE PENA,ERMY ANDRADE PENA,41
MARLENE SANTANA MIRA,MARLENE SANTANA MIRA,584
CELSO UBIRAJARA RUSSOMANNO,CELSO UBIRAJARA RUSSOMANNO,1524360
ADRIANA LEA SANTOS ALMEIDA NEVES,ADRIANA LEA SANTOS ALMEIDA NEVES,848
ANTONIO CARLOS MARTINS DE BULHÕES,ANTONIO CARLOS MARTINS DE BULHÕES,137939
BENEDITO ROBERTO ALVES FERREIRA,BENEDITO ROBERTO ALVES FERREIRA,130515
ELIPÉRSIDA CANDOTTO POZELLA DA SILVA,ELIPÉRSIDA CANDOTTO POZELLA DA SILVA,317
ELISSANDRA LUCIANO DE ARAUJO,ELISSANDRA LUCIANO DE ARAUJO,390
INGRID VANESSA DA SILVA,INGRID VANESSA DA SILVA,239
JEFERSON CAMILLO DE OLIVEIRA,JEFERSON CAMILLO DE OLIVEIRA,284
JENNIFER MISAEL DE OLIVEIRA,JENNIFER MISAEL DE OLIVEIRA,58
JOSE AUGUSTO CARDOSO FILHO,JOSE AUGUSTO CARDOSO FILHO,10390
LUCILIA DE SOUZA RABELO,LUCILIA DE SOUZA RABELO,462
LUCY AMORIM REBOLLEDO ESPINOZA,LUCY AMORIM REBOLLEDO ESPINOZA,443
PAULA FERNANDA SAMPAIO,PAULA FERNANDA SAMPAIO,322
PAULO ROBERTO GOMES MANSUR,PAULO ROBERTO GOMES MANSUR,31300
ROBERTO RAMALHO TAVARES,ROBERTO RAMALHO TAVARES,14651
SERGIO BAVINI,SERGIO BAVINI,45329
SOLANGE FATIMA DE MORAES,SOLANGE FATIMA DE MORAES,383
STELA MARIA ATANAZIO,STELA MARIA ATANAZIO,564
VILMA APARECIDA DE ALMEIDA,VILMA APARECIDA DE ALMEIDA,510
VINICIUS RAPOZO DE CARVALHO,VINICIUS RAPOZO DE CARVALHO,80643
EDSON TATSUMI SAKAUE,EDSON TATSUMI SAKAUE,2291
ELIANA LUCIANO DOS SANTOS,ELIANA LUCIANO DOS SANTOS,129
ELIS CORDEIRO DA SILVA,ELIS CORDEIRO DA SILVA,659
MARCELO SQUASSONI,MARCELO SQUASSONI,30315
MARCOS PAULO DA SILVA,MARCOS PAULO DA SILVA,1510
PAULO DONIZETI SCALFI,PAULO DONIZETI SCALFI,768
SALDANHA LEIVAS COUGO,SALDANHA LEIVAS COUGO,3445
SERGIO FERNANDES FILHO,SERGIO FERNANDES FILHO,7399
SILVIO ARRUDA,SILVIO ARRUDA,2107
JEAN DORNELAS,JEAN DORNELAS,12928
ALEX NAVARRA GONÇALVES,ALEX NAVARRA GONÇALVES,700
ANTONIO CARLOS ESTABILE,ANTONIO CARLOS ESTABILE,706
CARLOS ALBERTO ADÃO,CARLOS ALBERTO ADÃO,848
CARLOS ANTONIO MAURICIO DA SILVA,CARLOS ANTONIO MAURICIO DA SILVA,1715
HILDEBRANDO NERY DE ALMEIDA,HILDEBRANDO NERY DE ALMEIDA,1775
HILTON ALVES MACEDO,HILTON ALVES MACEDO,2478
IVAN FRANCISCO DA SILVA MUNIS,IVAN FRANCISCO DA SILVA MUNIS,359
IVANILDO GOMES NOGUEIRA,IVANILDO GOMES NOGUEIRA,4672
JOSÉ BRAZ CARVALHO DA SILVA,JOSÉ BRAZ CARVALHO DA SILVA,6275
JOSÉ CARLOS BARBOSA DE SOUZA,JOSÉ CARLOS BARBOSA DE SOUZA,2236
JOSÉ DE LIMA OLIVEIRA JUNIOR,JOSÉ DE LIMA OLIVEIRA JUNIOR,2010
JOSÉ DELFINO RODRIGUES DA COSTA,JOSÉ DELFINO RODRIGUES DA COSTA,644
JOSÉ JAIR CORREIA,JOSÉ JAIR CORREIA,2519
JOÃO GOMES DE ALMEIDA,JOÃO GOMES DE ALMEIDA,1134
MARCIO DA COSTA LIMA,MARCIO DA COSTA LIMA,506
RICARDO FASSIO CAVALCANTE CUNHA,RICARDO FASSIO CAVALCANTE CUNHA,771
ROBERTO VICENTE,ROBERTO VICENTE,761
SANDRO MASTROBUONO,SANDRO MASTROBUONO,479
SIMONE MICHICO GAVA HIEDA,SIMONE MICHICO GAVA HIEDA,56
VITÓRIO DA SILVA QUEIROZ,VITÓRIO DA SILVA QUEIROZ,257
RICARDO YOSHIO,RICARDO YOSHIO,14984
BRUNO COVAS LOPES,BRUNO COVAS LOPES,352708
VANDERLEI MACRIS,VANDERLEI MACRIS,148449
ANTONIO ADOLPHO LOBBE NETO,ANTONIO ADOLPHO LOBBE NETO,77793
ANTONIO FLORIANO PEREIRA PESARO,ANTONIO FLORIANO PEREIRA PESARO,113949
BRUNA DIAS FURLAN,BRUNA DIAS FURLAN,178605
JOSÉ RICARDO ALVARENGA TRIPOLI,JOSÉ RICARDO ALVARENGA TRIPOLI,233805
ANTONIO DUARTE NOGUEIRA JUNIOR,ANTONIO DUARTE NOGUEIRA JUNIOR,254051
CELSO HENRIQUE,CELSO HENRIQUE,4284
SILVIO FRANÇA TORRES,SILVIO FRANÇA TORRES,175310
DULCE REGINA DE CARVALHO CENEVIVA,DULCE REGINA DE CARVALHO CENEVIVA,2669
MARA CRISTINA GABRILLI,MARA CRISTINA GABRILLI,155142
ADERMIS MARINI JUNIOR,ADERMIS MARINI JUNIOR,25389
ANTONIO CARLOS DE MENDES THAME,ANTONIO CARLOS DE MENDES THAME,106676
EDMILSON TEIXEIRA DOS SANTOS,EDMILSON TEIXEIRA DOS SANTOS,0
EDUARDO PEDROSA CURY,EDUARDO PEDROSA CURY,185638
ROBERTO GUASTELLI TESTASECCA,ROBERTO GUASTELLI TESTASECCA,8356
SERGIO STORTI,SERGIO STORTI,795
GALENO LOUREIRO SOBRINHO,GALENO LOUREIRO SOBRINHO,1982
FRANCISCO DE PAULA DE OLIVEIRA LEITE,FRANCISCO DE PAULA DE OLIVEIRA LEITE,20150
JOAO PAULO TAVARES PAPA,JOAO PAULO TAVARES PAPA,117590
MARISA RITA RIELLO DEPPMAN,MARISA RITA RIELLO DEPPMAN,19426
ANDERSON DOS SANTOS SILVA,ANDERSON DOS SANTOS SILVA,3302
CARLOS HENRIQUE FOCESI SAMPAIO,CARLOS HENRIQUE FOCESI SAMPAIO,295623
CLEOMENES ANTUNES JUNIOR,CLEOMENES ANTUNES JUNIOR,2612
IZAQUE JOSE DA SILVA,IZAQUE JOSE DA SILVA,33723
JAIRO DE SOUZA,JAIRO DE SOUZA,7126
MIGUEL MOUBADDA HADDAD,MIGUEL MOUBADDA HADDAD,168278
NEWTON LUIZ FERREIRA,NEWTON LUIZ FERREIRA,2702
RAFAEL GOFFI MOREIRA,RAFAEL GOFFI MOREIRA,20568
SAMUEL MOREIRA DA SILVA JUNIOR,SAMUEL MOREIRA DA SILVA JUNIOR,227209
VITOR LIPPI,VITOR LIPPI,176153
JESSE DA COSTA CORREA,JESSE DA COSTA CORREA,2936
ANTONIA EDNA SANTOS DE SOUZA,ANTONIA EDNA SANTOS DE SOUZA,2276
ARNALDO CALIL PEREIRA JARDIM,ARNALDO CALIL PEREIRA JARDIM,155277
DIRCE TERRIANO,DIRCE TERRIANO,158
DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA,DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA,13533
JOSE CARLOS LEITE DE CARVALHO,JOSE CARLOS LEITE DE CARVALHO,505
JOSILDO FERREIRA BARRETO,JOSILDO FERREIRA BARRETO,802
JULIO CEZAR CARDIAL DE TULLIO,JULIO CEZAR CARDIAL DE TULLIO,2626
MAYRA ROSANNA GAMA DE ARAÚJO SILVA DA COSTA,MAYRA ROSANNA GAMA DE ARAÚJO SILVA DA COSTA,13957
POLLYANA FATIMA GAMA SANTOS,POLLYANA FATIMA GAMA SANTOS,35853
ROBERTO JOAO PEREIRA FREIRE,ROBERTO JOAO PEREIRA FREIRE,62822
ROGERIO BARRETO ALVES,ROGERIO BARRETO ALVES,17486
SONIA FRANCINE GASPAR MARMO,SONIA FRANCINE GASPAR MARMO,29288
EMERSON FURTADO CAVADAS,EMERSON FURTADO CAVADAS,2298
EDIVANDA TAVARES BOTELHO ANTONIO,EDIVANDA TAVARES BOTELHO ANTONIO,155
ORESTES LUIS TAMBOLIN,ORESTES LUIS TAMBOLIN,5278
AUDIE LORENVAL FIORAMONTE,AUDIE LORENVAL FIORAMONTE,3343
CAROLINA VIEIRA DA SILVA,CAROLINA VIEIRA DA SILVA,2915
ALEX SPINELLI MANENTE,ALEX SPINELLI MANENTE,164760
MARCOS ANTONIO DE ALMEIDA RIBEIRO,MARCOS ANTONIO DE ALMEIDA RIBEIRO,5248
ELIZABETE DOMINGUES DOS SANTOS,ELIZABETE DOMINGUES DOS SANTOS,311
ELIZABETE DE OLIVEIRA CAETANO,ELIZABETE DE OLIVEIRA CAETANO,2151
IRACEMA CUNHA COSTA,IRACEMA CUNHA COSTA,2696
ANA MARIA MONTEIRO CRAVEIRO BRISOTTI,ANA MARIA MONTEIRO CRAVEIRO BRISOTTI,2107
IZABEL APARECIDA DA SILVA,IZABEL APARECIDA DA SILVA,0
APARECIDO CARLOS AFONSO,APARECIDO CARLOS AFONSO,3015
ADRIANO ELI CORREA,ADRIANO ELI CORREA,134138
ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE DA SILVA,109707
ANDRÉ RUBENS TRINDADE,ANDRÉ RUBENS TRINDADE,3961
JORGE TADEU MUDALEN,JORGE TADEU MUDALEN,178770
JOÃO DA SILVA FILHO,JOÃO DA SILVA FILHO,9535
JOÃO PINHONI NETO,JOÃO PINHONI NETO,15111
